nombre_alu,apellido,edad,direccion,num_cuenta
Casandra,Hoyos,27,Chihuahua_Aldama_Colonia_Lomas de Santa Ana_32917,5045
Hugo enrique,Cobos,26,Guanajuato_Celaya_Pueblo_San Miguel Octopan_38130,5046
Yadhira,Capitaine,21,Durango_Lerdo_Colonia_Las Flores_35155,5047
Julio manuel,Fierros,21,Puebla_Zacapoaxtla_Barrio_El Progreso_73684,5048
Patricia candelaria,Bayardo,23,Veracruz de Ignacio de la Llave_Manlio Fabio Altamirano_Colonia_Arrollo Murillo_94250,5049
Paris,Silias,21,Guerrero_Iguala de la Independencia_Fraccionamiento_Electricistas_40096,5050
Lidice,Azcarraga,20,Tamaulipas_Victoria_Fraccionamiento_Residencial la Quinta_87183,5051
Mario alberto,Sima,18,Chiapas_Arriaga_Pueblo_Azteca_30461,5052
Carmen del socorro,Ocelotl,21,Guanajuato_Apaseo el Grande_Ejido_Ameche_38187,5053
Noe salvador,Epifanio,24,Chihuahua_Camargo_Colonia_Xeoh_33770,5054
Juana irma,Ines,18,Sonora_Hermosillo_Colonia_Machi Lopez_83120,5055
David gabriel,Linzaga,21,Veracruz de Ignacio de la Llave_Tlapacoyan_Fraccionamiento_Campestre_93650,5056
Ana livier,Larios,18,Sonora_Hermosillo_Fraccionamiento_Las Palmas_83106,5057
Jonathan daniel,Chama,27,Baja California Sur_Los Cabos_Fraccionamiento_Lomas Altas_23472,5058
M guadalupe,Seca,26,Tamaulipas_Reynosa_Fraccionamiento_Lomas del Real de Jarachinas Norte_88730,5059
Johnny,Tolentino,22,Guanajuato_Romita_Poblado comunal_San Francisco de Gavia_36216,5060
Edna lizbeth,Tamayo,26,Sonora_Hermosillo_Residencial_Agaves Residencial_83284,5061
Lucio arturo,Montijo,26,Durango_Durango_Colonia_Luz del Carmen_34164,5062
Zuleyka,Prudenciano,20,Hidalgo_Tula de Allende_Colonia_Netzahualcoyotl_42834,5063
Fernando david,Samano,19,Veracruz de Ignacio de la Llave_Zongolica_Pueblo_Zongolica_95000,5064
Karina de jesus,Boyzo,24,Tlaxcala_Tepeyanco_Colonia_San Francisco Tepeyanco Centro_90180,5065
Policarpio,Galue,27,Veracruz de Ignacio de la Llave_Tampico Alto_Pueblo_Las Chacas_92043,5066
Blanca jazmin,Austin,18,Veracruz de Ignacio de la Llave_Soledad de Doblado_Colonia_Sonora_94244,5067
Jose iram,Ceferino,25,Chiapas_Ocozocoautla de Espinosa_Colonia_Juan Sabines Guerrero_29140,5068
Ana luz,Valdovines,26,Distrito Federal_La Magdalena Contreras_Colonia_Santa Teresa_10710,5069
Audon,Arrearan,23,Jalisco_San Pedro Tlaquepaque_Parque industrial_El Bosque II_45615,5070
Laura angeli,Neyra,26,Coahuila de Zaragoza_Ramos Arizpe_Fraccionamiento_Portal las Palomas_25904,5071
Jesus aaron,Consuelos,26,Tabasco_Tenosique_Ejido_Tenosique 1a Secc (El Mool)_86907,5072
Deifilia,Edison,20,Guanajuato_Comonfort_Fraccionamiento_Los ?ngeles_38204,5073
Gerson,De horta,23,Hidalgo_Tlaxcoapan_Colonia_Morelos_42954,5074
Laura aidee,L,24,Chihuahua_Allende_Ejido_Alto Corralejo_33924,5075
Hector a,Gudiño,25,Sonora_Navojoa_Poblado comunal_Los Limones_85229,5076
Alma lidia,Brice!o,21,Sinaloa_Ahome_Poblado comunal_Jitzamuri_81334,5077
Omar ivan,Linarez,25,Jalisco_Puerto Vallarta_Pueblo_Leandro Valle_48290,5078
Gladys beatriz,Lozania,24,Jalisco_Zapopan_Fraccionamiento_Coto San Francisco_45200,5079
Crisogono,Nino,19,Morelos_Axochiapan_Colonia_Carrillo Olea_62952,5080
Flor de dalia,Ordaz,21,Oaxaca_San Juan Bautista Tuxtepec_Unidad habitacional_FOVISSSTE Costa Verde_68370,5081
Macrino,Llano,23,Veracruz de Ignacio de la Llave_Orizaba_Fraccionamiento_Molino_94389,5082
Claudia paloma,Sosol,27,Tamaulipas_Victoria_Fraccionamiento_Las Enfermeras_87015,5083
Olegario,Deara,20,Coahuila de Zaragoza_Saltillo_Colonia_Condesa Poniente_25038,5084
Adriana lourdes,Arizmendiz,24,Veracruz de Ignacio de la Llave_Perote_Colonia_Justo Sierra_91275,5085
Edgar emmanuel,Muñiz,19,Veracruz de Ignacio de la Llave_Tezonapa_Pueblo_Laguna Chica (Pueblo Nuevo)_95080,5086
Lizandra,Turriza,27,Chihuahua_Guadalupe y Calvo_Pueblo_El Arbolito_33496,5087
Cruz alejandro,Lastire,27,Puebla_Puebla_Unidad habitacional_INFONAVIT Bosques 5 de Febrero_72010,5088
Sandra yanet,Tecalco,27,Chihuahua_Chihuahua_Colonia_Lomas La Salle II_31214,5089
Jose orlando,Olveda,18,Durango_Durango_Colonia_Victoria de Durango_34167,5090
Ma. del socorro,Bermeo,26,Baja California Sur_Los Cabos_Fraccionamiento_Loma Encantada_23537,5091
Gonzalo antonio,Ayora,20,Guerrero_Juan R. Escudero_Pueblo_El Terrero_39950,5092
Gloria catalina,Garin,23,Chiapas_Palenque_Colonia_11 de Julio_29966,5093
Neil,Villase%or,21,Aguascalientes_Aguascalientes_Zona industrial_Parque Industrial FINSA Aguascalientes_20393,5094
Luz beatriz,Galdino,22,Chihuahua_Chihuahua_Colonia_Nogales_31075,5095
Ricardo nicolas,Milian,25,Veracruz de Ignacio de la Llave_Soledad Atzompa_Colonia_Monterrey_94774,5096
Ma salud,Inda,24,Chiapas_Huixtla_Colonia_Obrera el Ingenio_30640,5097
Iran,Abril,22,Chiapas_La Trinitaria_Pueblo_Rodolfo Figueroa_30160,5098
Marbella guadalupe,Razcon,21,Durango_Durango_Colonia_Esperanza_34080,5099
Francisco israel,Raul,22,Puebla_Cuautlancingo_Colonia_El Carmen_72702,5100
Bella guadalupe,Quinones,18,Oaxaca_San Francisco Sola_Pueblo_San Francisco Sola_71470,5101
Hector man,Figueiras,27,Coahuila de Zaragoza_San Juan de Sabinas_Ingenio_Ramos Arizpe_26825,5102
Angela patricia,Jaquez,24,Sinaloa_Ahome_Fraccionamiento_Central de Abastos_81256,5103
Enmanuel,Chevez,18,Hidalgo_Lolotla_Colonia_Lolotla Centro_43140,5104
Mayra,Negrete,18,Guanajuato_Manuel Doblado_Finca_Laguna del Pato_36483,5105
Mauro,Carabantes,24,Tlaxcala_Tzompantepec_Colonia_Meyalco_90490,5106
Yamira,Yeladaqui,19,Sonora_Cajeme_Colonia_Electricista_85040,5107
Manuel gilberto,Carranco,24,Tamaulipas_Matamoros_Colonia_Hacienda Del Prado_87470,5108
Alma eugenia,Cach,21,Puebla_Zacapoaxtla_Barrio_Zacapexpan_73680,5109
Nicomedes,Viscarra,21,Guerrero_Ayutla de los Libres_Barrio_Nuevo_39200,5110
Luz aurora,Higueldo,21,Veracruz de Ignacio de la Llave_Mecayapan_Rancho_El Salado_95948,5111
Jaime octavio,Armendaris,23,Jalisco_Ayutla_Pueblo_Ayutla_48050,5112
Xochilt,Pasaflores,23,Guanajuato_San Miguel de Allende_Poblado comunal_Bonito_37885,5113
Pablo sergio,Sahagun,27,Chiapas_Tzimol_Colonia_Tzimol Centro_30110,5114
Lorena leticia,Cuautle,21,Baja California_Ensenada_Fraccionamiento_Residencial Los ?lamos_22850,5115
Juana,Santibanez,20,Baja California_Mexicali_Colonia_Ladrillera_21395,5116
Maritza del carmen,Piedad,21,Guerrero_Arcelia_Colonia_Nerey_40500,5117
Hector mario,Sologuren,26,Aguascalientes_San Francisco de los Romo_Granja_La Guadalupana_20303,5118
Cita,Martel,20,Coahuila de Zaragoza_Frontera_Colonia_Guadalupe Borja de Diaz Ordaz_25680,5119
Jose isaac,Campero,20,Jalisco_Lagos de Moreno_Fraccionamiento_Cristeros_47476,5120
Gloria leticia,Cuervo,20,Morelos_Cuernavaca_Fraccionamiento_Analco_62166,5121
Rider,Alderete,19,Hidalgo_Mineral del Monte_Barrio_Pozos del Negro_42137,5122
Flor areli,Apale,18,Baja California_Ensenada_Fraccionamiento_Residencial del Prado Uno_22819,5123
Uzziel,Vigueria,24,Sonora_Guaymas_Colonia_San Vicente_85465,5124
Angela gabriela,Cova,19,Sinaloa_Mocorito_Rancho_La Tasajera_80880,5125
Juan jos,Chaclan,27,Chihuahua_Hidalgo del Parral_Fraccionamiento_Real de Victoria_33815,5126
Yareni,Cacique,18,Puebla_Nopalucan_Pueblo_Santa Cruz del Bosque_75128,5127
Jose eleazar,Cupido,24,Coahuila de Zaragoza_Saltillo_Colonia_Quinta Esmeralda_25068,5128
Maria esthela,Carrisoza,22,Durango_Durango_Fraccionamiento_Puerta de San Ignacio_34204,5129
Wilbert jesus,Avelar,21,Coahuila de Zaragoza_Saltillo_Zona industrial_Zona Industrial_25220,5130
Luz alejandra,Tabaco,25,Jalisco_San Juan de los Lagos_Colonia_El Herrero_47030,5131
Ulises alejandro,Mazon,19,Hidalgo_Tlaxcoapan_Colonia_La Cruz_42950,5132
Julia aurora,Torrealba,21,Jalisco_Zapopan_Colonia_Chapalita Inn_45010,5133
Victor emmanuel,Villasis,23,Oaxaca_San Juan Teitipac_Pueblo_San Juan Teitipac_70453,5134
Sonia trinidad,Velarde,20,Chihuahua_Santa Isabel_Barrio_Barrio las Colonias_33270,5135
Victor israel,Favela,26,Sonora_Nogales_Colonia_La Arizona (La Hacienda)_84100,5136
Maria teodora,Marizcal,19,Chihuahua_Chihuahua_Fraccionamiento_Alamedas Rinconada Oriente_31384,5137
Juan de la cruz,Llarena,26,Morelos_Cuernavaca_Fraccionamiento_Lomas del ?guila_62473,5138
Tulia,Montesinos,18,Morelos_Cuernavaca_Fraccionamiento_Los Cizos_62445,5139
Alberto jorge,Petriz,19,Sonora_Guaymas_Fraccionamiento_INFONAVIT Niza_85456,5140
Maria de atocha,Wvalle,19,Veracruz de Ignacio de la Llave_Magdalena_Pueblo_Tepetzingo_94870,5141
Andrey,Orellana,18,Sonora_Cajeme_Ejido_El Ranchito_85203,5142
Adriana patricia,Abreo,19,Hidalgo_San Salvador_Pueblo_Caxuxi_42646,5143
Raul alonso,Caloca,18,Jalisco_Hostotipaquillo_Pueblo_Hostotipaquillo_46440,5144
Ma eva,Champo,19,Zacatecas_Calera_Fraccionamiento_Magisterio_98502,5145
Arturo roberto,Zapo,24,Chihuahua_Chihuahua_Colonia_Condominos Comerciales Dumas I y II_31137,5146
Laura iliana,Plazola,25,Distrito Federal_Gustavo A. Madero_Colonia_Forestal I_7140,5147
Fabian ricardo,Ximello,27,Guanajuato_Comonfort_Colonia_1o. de Mayo_38210,5148
Silvia virginia,Cabada,22,Morelos_Jonacatepec_Colonia_El Carrizal_62935,5149
Hugo jesus,Agundis,19,Coahuila de Zaragoza_Saltillo_Colonia_Los Pinos_25198,5150
Celsa,Echamea,27,Veracruz de Ignacio de la Llave_Huatusco_Pueblo_Ixpila_94113,5151
Carlos enrique,Sampallo,21,Puebla_Cuautlancingo_Colonia_San Juan Cuautlancingo Centro_72700,5152
Olinka,Pedral,27,Campeche_Candelaria_Rancho_El Fantasma (Los Chileros)_24344,5153
Raul martin,Nieva,24,Chihuahua_Chihuahua_Colonia_Juan Escutia_31130,5154
Virginia patricia,Nu?ez,19,Durango_Tamazula_Pueblo_La Cruz_34570,5155
Hector carlos,Algredo,21,Chiapas_Pijijiapan_Barrio_Sergio Ley Morales_30540,5156
Margarita berenice,Barba,23,Sonora_Cajeme_Colonia_Campestre_85219,5157
Jose lucio,Peñuñuri,25,Jalisco_Chapala_Fraccionamiento_Ribera del Pilar_45906,5158
Margarita josefina,Huelitl,27,Puebla_Cuautempan_Pueblo_San Esteban Cuautempan_73600,5159
Pio,Cambranis,27,Tlaxcala_Ixtacuixtla de Mariano Matamoros_Pueblo_Capula_90133,5160
Gabriela esmeralda,Organista,23,Jalisco_Zapopan_Colonia_Prados Tepeyac_45050,5161
Luis fabian,Atanacio,23,Tamaulipas_Altamira_Colonia_Lomas de Altamira_89606,5162
Eutiquia,Cuba,24,Guanajuato_Celaya_Colonia_Esmeralda_38065,5163
Sabas,Vallecillo,23,Jalisco_Zapopan_Fraccionamiento_Solares_45019,5164
Santa cruz,Vite,21,Coahuila de Zaragoza_Allende_Colonia_Los Parques_26534,5165
Hector julian,Zoto,24,Tlaxcala_Tlaxcala_Fraccionamiento_Las Arboledas_90117,5166
Lucia irene,Setien,18,Sonora_Cajeme_Colonia_Cincuentenario_85100,5167
Angel rene,Esguerra,22,Sinaloa_Ahome_Colonia_Antonio Toledo Corro_81285,5168
Maritza,Mimbela,22,Baja California Sur_Los Cabos_Colonia_Cabo San Lucas Centro_23450,5169
Ivan alfonso,Melin,26,Guerrero_Chilpancingo de los Bravo_Colonia_Azteca_39010,5170
Erika esther,Sotres,26,Chihuahua_Riva Palacio_Colonia_Campo Treita y Ocho y Medio_31645,5171
Enrique gerardo,Oidor,19,Distrito Federal_Gustavo A. Madero_Colonia_San Pedro El Chico_7480,5172
Maria reyes,Vidaca,20,Durango_Nuevo Ideal_Pueblo_Esfuerzos Unidos_34430,5173
Hector julian,Decanini,27,Baja California Sur_La Paz_Unidad habitacional_Primero de Mayo_23060,5174
Elva beatriz,Breña,27,Zacatecas_Zacatecas_Gran usuario_Palacio de Gobierno Del Estado de Zacatecas_98009,5175
Angel noe,Hirata,18,Jalisco_Zapopan_Colonia_Tabachines_45188,5176
Maria del c,Noxpanco,20,Sonora_Alamos_Colonia_Olas Altas 4_85764,5177
Omar javier,Vicuna,19,Hidalgo_Pachuca de Soto_Colonia_Cruz de los Ciegos_42056,5178
Nancy karina,Larrazolo,26,Puebla_San Gabriel Chilac_Colonia_San Gabriel Vista Hermosa_75886,5179
Reyes francisco,Figarola,24,Jalisco_Lagos de Moreno_Colonia_Las Ceibas_47440,5180
Rosella,Reynosa,25,Durango_Nombre de Dios_Pueblo_Ojo de Agua los Berros (Los Berros)_34857,5181
Ricardo alfonso,Arronte,22,Jalisco_San Pedro Tlaquepaque_Colonia_Micaelita_45595,5182
Floricel,Basso,19,Tamaulipas_Altamira_Fraccionamiento_La Florida_89602,5183
Jose jose,Cobarrubias,27,Tamaulipas_Tula_Ejido_Santa Ana de Nahola_87902,5184
Edna lorena,Puentes,25,Tlaxcala_Apizaco_Unidad habitacional_FOVISSSTE Loma Verde_90355,5185
Alberto agustin,Zimbron,25,Guanajuato_Guanajuato_Colonia_Molino del Rey_36080,5186
Brenda marisol,Dauzon,23,Chiapas_Suchiate_Ejido_Suchiate_30843,5187
Jorge abraham,Garrido,21,Guanajuato_Romita_Fraccionamiento_Fraccionamiento Brisas de Romita Uno_36204,5188
Yesenia guadalupe,Hortiales,19,Guanajuato_Abasolo_Granja_San Juan de los Olivos (Ricardo Cruz)_36985,5189
Belisario,Ocejo,27,Chiapas_Maravilla Tenejapa_Pueblo_Agua Prieta_30182,5190
Maria ivette,Quen,23,Tlaxcala_Ixtacuixtla de Mariano Matamoros_Barrio_Villa Mariano Matamoros_90120,5191
Omar salvador,Gildo,23,Tamaulipas_Valle Hermoso_Colonia_Alianza_87507,5192
Mayra,Gardu!o,19,Veracruz de Ignacio de la Llave_Santiago Tuxtla_Poblado comunal_Arroyo San Isidro_95839,5193
Jose victoriano,Oyarzabal,22,Durango_Tlahualilo_Ejido_Noria Lucero II_35266,5194
María guadalupe,Nandi,23,Tamaulipas_Valle Hermoso_Ejido_Ignacio Manuel Altamirano_87512,5195
Enrique octavio,Silerio,20,Jalisco_Sayula_Colonia_La Mezcalera_49314,5196
Martha evangelina,Hoyos,18,Chiapas_Motozintla_Barrio_Guadalupe_30900,5197
Angel custodio,Humaran,20,Jalisco_Puerto Vallarta_Colonia_Amapas_48399,5198
Abad,Faudoa,20,Durango_Nuevo Ideal_Colonia_Nuevo Ideal (Patos) Centro_34410,5199
Jesus alfonso,Almeda,26,Guanajuato_Celaya_Fraccionamiento_Conjunto Habitacional Girasoles_38020,5200
Jessica berenice,Yerena,18,Tabasco_Centro_Fraccionamiento_La Pigua_86017,5201
Hugo leonel,Marina,20,Puebla_Puebla_Conjunto habitacional_San Ignacio_72540,5202
Ruth judith,Selvera,23,Guanajuato_Irapuato_Colonia_Primaveral_36554,5203
Maricela,Naal,23,Guerrero_Tetipac_Campamento_San Gabrielito_40373,5204
Eunice guadalupe,Cristerna,20,Sonora_Santa Ana_Colonia_La Terraza_84600,5205
Manuel agustin,De la merced,19,Baja California_Tijuana_Colonia_Pegaso II_22474,5206
Maria edelmira,Animas,22,Veracruz de Ignacio de la Llave_Veracruz_Colonia_Playa Linda_91810,5207
Victor fernando,Juvera,25,Chiapas_Bella Vista_Barrio_Cueva del Arco_30135,5208
Gabriela estela,Excelente,26,Chiapas_Altamirano_Ejido_Luis Espinoza_30197,5209
Saul alejandro,Villamil,19,Aguascalientes_Aguascalientes_Fraccionamiento_Valle de las Trojes_20115,5210
Lazara,Zongua,25,Guerrero_Cochoapa el Grande_Campamento_Vista Hermosa_41666,5211
Juan alfonso,Deciga,26,Durango_Mezquital_Ejido_Arroyo Hondo_34997,5212
Blanca erendira,Dagnino,27,Guerrero_Chilpancingo de los Bravo_Zona industrial_Zona Industrial_39016,5213
Antonio ernesto,Cicero,25,Nayarit_Tecuala_Colonia_Mancillas_63450,5214
Laura america,Nepamuceno,26,Nayarit_Acaponeta_Ejido_La Paloma Primera_63427,5215
Hector german,Baltazar,20,Oaxaca_Salina Cruz_Colonia_La Hacienda (Palo Grande)_70664,5216
Aleida guadalupe,Y mendoza,19,Sonora_Empalme_Colonia_Pesqueira_85310,5217
Jorge rolando,Nu%ez,23,Zacatecas_Zacatecas_Fraccionamiento_Villa Verde_98098,5218
Sanjuanita,Solchaga,18,Sonora_Hermosillo_Colonia_Akiwiki_83293,5219
Oscar luis,Cejudo,23,Guanajuato_Irapuato_Colonia_Tlaxcalita_36558,5220
Ma engracia,Nah,27,Durango_Santiago Papasquiaro_Colonia_Hermanos Revueltas_34636,5221
Jorge heriberto,Mancha,19,Campeche_Calakmul_Ejido_16 de Septiembre_24646,5222
Laura mireya,Higinio,27,Veracruz de Ignacio de la Llave_Xalapa_Colonia_21 de Marzo_91010,5223
Senen,Y jimenez,26,Tamaulipas_Matamoros_Colonia_Loma Bonita_87398,5224
Luz amparo,Gaucin,21,Baja California_Mexicali_Colonia_San Isidro_21150,5225
Ambrocio,De lucio,25,Tlaxcala_Hueyotlipan_Pueblo_San Diego Recoba_90245,5226
Ma lilia,Orilla,20,Chihuahua_Camargo_Ejido_Lagunas de las Vacas_33605,5227
Carlos ivan,Tanaka,24,Oaxaca_Salina Cruz_Barrio_Las Hormigas_70670,5228
Martha elena,Charrez,22,Chihuahua_Chihuahua_Colonia_San Martin_31460,5229
Fernando rafael,Del villar,22,Veracruz de Ignacio de la Llave_Yanga_Colonia_Los Pocitos_94930,5230
Mayra azucena,Iba%ez,22,Durango_Durango_Colonia_La Moderna_34147,5231
Mario felipe,Arango,20,Guerrero_Ayutla de los Libres_Campamento_El Salto_39224,5232
Marissa,Virgen,19,Tamaulipas_Matamoros_Ejido_Quijano (Ejido)_87580,5233
Martin eduardo,Pineda,18,Veracruz de Ignacio de la Llave_Ignacio de la Llave_Pueblo_Ignacio de La Llave_95240,5234
Karla susana,Sampallo,25,Puebla_Zacapoaxtla_Barrio_Gonzalo Bautista_73698,5235
Victor rogelio,Train,21,Tamaulipas_Matamoros_Colonia_Colonia Unidad_87454,5236
Antonina,Longarez,24,Jalisco_Villa Hidalgo_Colonia_Lomas Santa Teresa_47254,5237
Lidio,Xolocotzi,26,Coahuila de Zaragoza_Francisco I. Madero_Ejido_Batopilas_27927,5238
Jesica,Salasar,22,Puebla_Palmar de Bravo_Colonia_Los Vergeles_75515,5239
Camilo,Mejorado,20,Jalisco_Huejuquilla el Alto_Colonia_Huejuquilla El Alto Centro_46000,5240
Blanca janet,Alvarez,18,Tamaulipas_Ciudad Madero_Fraccionamiento_Las Dunas_89506,5241
Cesario,Vidana,24,Guanajuato_Celaya_Colonia_Tahi_38017,5242
Ileana patricia,De la rocha,18,Puebla_San Miguel Xoxtla_Pueblo_San Miguel Xoxtla_72620,5243
Cesar adrian,Neponuceno,20,Jalisco_Zapopan_Colonia_Prados de Guadalupe_45030,5244
Rosa margarita,Bendito,22,Aguascalientes_Aguascalientes_Condominio_Contadero_20329,5245
Ricardo andres,Lozolla,27,Quintana Roo_Solidaridad_Fraccionamiento_El Tigrillo_77717,5246
Maria loreto,Wario,20,Sonora_Hermosillo_Colonia_Las Fuentes_83342,5247
Carlos albe,Gorozpe,20,Oaxaca_Santos Reyes Nopala_Barrio_El Mirador_71960,5248
Yeimi,Baray,21,Guanajuato_Salamanca_Unidad habitacional_Humanista II_36720,5249
Francisco alonso,Velducea,18,Sinaloa_Choix_Rancho_El Realito_81777,5250
Juana paula,Jatomea,19,Veracruz de Ignacio de la Llave_Puente Nacional_Pueblo_Mata de Jobo_91658,5251
Abelardo,Coroy,25,Guanajuato_Doctor Mora_Granja_San Francisco del ?lamo_37967,5252
Laura marina,Valdemar,23,Durango_Ocampo_Rancho_El Molino_35383,5253
Sergio rogelio,Mascareño,24,Zacatecas_Zacatecas_Fraccionamiento_La Encantada_98088,5254
Adriana esther,Oronzor,22,Baja California_Tijuana_Residencial_Lomas Terrabella_22203,5255
Cosme,Villafranca,19,Chihuahua_Guachochi_Colonia_Piedra Agujerada_33183,5256
Edith alicia,Valean,24,Tlaxcala_Atlangatepec_Poblado comunal_El Llano de Xuxtepec_90415,5257
Gerardo rafael,Y lopez,22,Colima_Villa de ?lvarez_Colonia_Campestre Bugambilias_28989,5258
Indhira,Espiricueta,18,Zacatecas_Guadalupe_Fraccionamiento_La Comarca_98658,5259
Cristian de jesus,Lizola,20,Tabasco_Centro_Colonia_Periodista_86059,5260
Nancy guadalupe,Cervantes,25,Aguascalientes_Asientos_Barrio_Los Tepetates_20713,5261
Luis vladimir,Molinar,20,Veracruz de Ignacio de la Llave_Coatepec_Colonia_Casa Blanca_91556,5262
Genny guadalupe,Luevano,21,Guanajuato_San Luis de la Paz_Fraccionamiento_Loma de La Paz_37905,5263
Joaquin antonio,Villaseca,26,Campeche_Campeche_Barrio_San Francisco_24010,5264
Rosa maria,Macareno,21,Nayarit_Santiago Ixcuintla_Ejido_Pozo de Ibarra_63556,5265
Jose jose,Torrijos,20,Puebla_San Pedro Cholula_Fraccionamiento_Santa Martha_72788,5266
Claudia paloma,Bouchan,22,Chiapas_Las Margaritas_Barrio_Las Glorias_30187,5267
Jesus reynaldo,Rico,27,Chihuahua_Camargo_Colonia_Altos de Chavira_33770,5268
Karina del rosario,Cancela,21,Coahuila de Zaragoza_Piedras Negras_Colonia_Francisco Villa_26030,5269
Eliud,Dattoli,25,Oaxaca_Santa Cruz Acatepec_Pueblo_Santa Cruz Acatepec_68527,5270
Cindy elizabeth,Sesmas,20,Hidalgo_Huejutla de Reyes_Colonia_Murillo Karam_43000,5271
Javier eduardo,Talonia,19,Tlaxcala_Yauhquemehcan_Fraccionamiento_Vista Los Volcanes II_90454,5272
Liliana veronica,Aquiles,23,Nayarit_Tecuala_Colonia_Mancillas_63450,5273
Herminio,Placencia,22,Hidalgo_Tlaxcoapan_Ejido_Grande_42964,5274
Mayra karina,Huitz,19,Colima_Villa de ?lvarez_Fraccionamiento_Villas de Alameda_28982,5275
Walberto,Esesarte,25,Chiapas_Palenque_Zona federal_Campo Militar_29960,5276
Cristina adriana,Retana,27,Sinaloa_Elota_Ejido_Campo Tayoltita_82790,5277
Hector carlos,Tlazola,21,Veracruz de Ignacio de la Llave_Chontla_Ejido_Los Manantiales_92220,5278
Blanca eugenia,Cermeno,18,Hidalgo_Zempoala_Fraccionamiento_Rinconadas de San Alfonso_43845,5279
Graciano,Catalina,26,Sinaloa_Ahome_Fraccionamiento_?lamos Country_81271,5280
Martha de lourdes,Angulo,20,Tabasco_Centla_Fraccionamiento_Siglo XXI_86750,5281
Francisco ivan,Cavazos,24,Chiapas_Tapachula_Fraccionamiento_Los Palacios_30784,5282
Mirna elizabeth,Potrero,25,Puebla_Zaragoza_Pueblo_Zaragoza_73700,5283
Homobono,Nahuatt,26,Tlaxcala_Xicohtzinco_Pueblo_Xicohtzingo_90780,5284
Irma nora,Y moo,27,Jalisco_Zapopan_Colonia_Lomas Del Seminario_45038,5285
Antonio ernesto,Izazaga,19,Chihuahua_Guachochi_Ejido_Cohechi_33197,5286
Paula adriana,Arvizu,24,Guanajuato_Irapuato_Colonia_Colon_36597,5287
Manlio fabio,Maces,22,Baja California Sur_La Paz_Fraccionamiento_Arcoiris_23088,5288
Gabriela elizabeth,Urdiales,27,Tamaulipas_Matamoros_Fraccionamiento_Villas del Lago_87444,5289
Severino,Tablada,21,Veracruz de Ignacio de la Llave_Xalapa_Unidad habitacional_Electricistas_91060,5290
Claudia i,Pani,21,Baja California Sur_La Paz_Colonia_Las Flores_23300,5291
J luis,Barredo,20,Chihuahua_Chihuahua_Colonia_Popular II_31350,5292
Norma janeth,Amilpa,24,Jalisco_Villa Hidalgo_Fraccionamiento_Secundaria_47253,5293
Jose marcelo,Mino,21,Coahuila de Zaragoza_Saltillo_Fraccionamiento_Villas de San Carlos_25250,5294
Rosa mayela,Plascencia,24,Guanajuato_Santa Cruz de Juventino Rosas_Pueblo_Pozos_38255,5295
Jorge albert,Nemer,23,Coahuila de Zaragoza_Saltillo_Fraccionamiento_Privada Coahuila y Zacatecas_25167,5296
Lizbeth del socorro,Magadan,18,Guanajuato_Manuel Doblado_Poblado comunal_El Ahijadero_36485,5297
Jesus orlando,Ugarte,18,Puebla_Cuautlancingo_Conjunto habitacional_Cuautlancingo_72703,5298
Maria anali,Casta#eda,26,Tamaulipas_Jaumave_Colonia_Independencia_87930,5299
Javier adrian,Machorro,18,Distrito Federal_Gustavo A. Madero_Colonia_C.T.M. Atzacoalco_7090,5300
Monica adriana,Saquin,23,Chihuahua_Chihuahua_Colonia_San Agustin_31054,5301
Juan jose luis,Velez,22,Jalisco_Guadalajara_Colonia_Italia_44658,5302
Maria remedio,Palmas,20,Coahuila de Zaragoza_Monclova_Colonia_Monclova 400_25775,5303
Wilberth,Bonifas,19,Distrito Federal_Xochimilco_Campamento_El Teoca_16888,5304
Gloria noemi,Escarraga,21,Puebla_Tlatlauquitepec_Poblado comunal_Tamalayo_73905,5305
Mario sebastian,Miñon,20,Tlaxcala_Yauhquemehcan_Fraccionamiento_La Palma_90450,5306
Julia elisa,Montealvo,23,Tamaulipas_Matamoros_Colonia_Nuevo Renacimiento_87430,5307
Julio alfonso,Aramburo,23,Puebla_Puebla_Colonia_Puebla Textil_72470,5308
Dorismilda,Arauza,24,Zacatecas_Fresnillo_Colonia_Lienzo Charro_99034,5309
Jaime ivan,Castillejo,27,Baja California Sur_Loreto_Colonia_Obrera_23880,5310
Evelyn,Andriano,18,Hidalgo_Huejutla de Reyes_Barrio_El Rosario_43010,5311
Derly,Garduã¿o,23,Oaxaca_Villa de Zaachila_Colonia_24 de Julio_71318,5312
Erika leticia,Odilon,26,Nayarit_Rosamorada_Colonia_El Rastro_63630,5313
Viliulfo,Esteves,25,Distrito Federal_Iztapalapa_Pueblo_Santa Martha Acatitla_9510,5314
Michel,Cobix,18,Morelos_Zacualpan_Colonia_Barranca Amatzinac_62893,5315
Daniel david,Fiesco,22,Durango_Santiago Papasquiaro_Colonia_Magisterial_34638,5316
Jesus beatriz,Peimbert,21,Jalisco_Magdalena_Colonia_Los Pinos_46474,5317
Rene gabriel,Cetina,26,Guerrero_Ometepec_Unidad habitacional_Eladio Aguirre Rivera_41700,5318
Norayma,Valseca,25,Morelos_Yautepec_Colonia_Oaxtepec Centro_62738,5319
Pedro ulises,Abundio,21,Chihuahua_Chihuahua_Fraccionamiento_Quintas San Antonio I y II_31146,5320
